ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Area,Population,ethnicity,Bambara,Mandinka,Maninka,Konyanka Maninka,Mandjak,Marka,North Mande,South Mande,Jahanka,Jalunga,Fulah,Wolof,Lebu Wolof,Akan,Guan,Ga-Dangme,Ewe,Kabyé,Ouatchi,Kotokoli,Mina,Fon,Adja,Mole-Dagbani,Dagara,Nankana,Kasséna,Gurma,Gur,Kusaal,Senoufo,Minianka,Bobo,Bwamu,Koromfé,Bozo,Soninke,Songhay,Djerma,Kru,Grebo,Bassa,Belle,Krahn,Sapo,Dogon,Dogosé,Grusi,Tamasheq,Kissi,Temne,Limba,Loko,Mende,Gola,Gbandi,Loma,Susu,Yalunka,Koranko,Kuranko,Bijagos,Balanta-Ganja,Balanta-Mane,Jola-Fony,Mankanya,Papel,Mancanha,Serer,Soce,Bissa,Birifor,Lobi,Otamari,Kaansa,Karaboro,Hassaniya Arabic,Arabic,Hausa,Casamance Creole,Badyara,Baga,Bainouk,Bankagooma,Bariba,Bassari,Beafada,Biali,Dey,Dyan,Go,Gouin,Krim,Ko,Kono,Koussassé,Kpelle,Mano,Landoma,Lele,Mansoanca,Manya,Ménik,Mixifore,Moba,Mooré,Nalu,Ninkare,Nuna,Oniyan,Samo,Sem,Sherbro,Toussian,Turka,Wamey,Xasonga,Yoa-Lokpa,Losso ,Yoruba,French,English,Krio,Foreigners,Unknown,Others
GN022,Guinea,Labe,Lelouma,Fulah,0.955,Fulah,Soninke,Maninka,Others,.,.,.,.,.,.,2717,162150,0,0,0,2919,0,0,0,0,0,0,0,154853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649
GN023,Guinea,Labe,Mali,Fulah,0.926,Fulah,Yalunka,Jahanka,Soninke,Others,Maninka,.,.,.,.,8409,291610,0,0,0,875,0,0,0,0,0,6999,0,270031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458
GN024,Guinea,Labe,Tougue,Fulah,0.949,Fulah,Jahanka,Others,Yalunka,.,.,.,.,.,.,5990,125190,0,0,0,0,0,0,0,0,0,3881,0,118805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753
GN025,Guinea,Mamou,Dalaba,Fulah,0.924,Fulah,Maninka,Others,.,.,.,.,.,.,.,3096,134480,0,0,0,6858,0,0,0,0,0,0,0,124260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362
GN026,Guinea,Mamou,Mamou,Fulah,0.897,Fulah,Maninka,Susu,Others,Jahanka,Kissi,.,.,.,.,10189,319890,0,0,0,22392,0,0,0,0,0,1280,0,286941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158
GN027,Guinea,Mamou,Pita,Fulah,0.958,Fulah,Susu,Others,Maninka,.,.,.,.,.,.,4496,278290,0,0,0,1391,0,0,0,0,0,0,0,266602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392
GN028,Guinea,Nzerekore,Beyla,Konyanka Maninka,0.866,Konyanka Maninka,Kpelle,Maninka,Others,Fulah,Wamey,Kissi,Kissi,Kissi,.,12531,328270,0,0,0,12146,284282,0,0,0,0,0,0,5252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,8534
GN029,Guinea,Nzerekore,Gueckedou,Kissi,0.771,Kissi,Maninka,Fulah,Lele,Others,Konyanka Maninka,Loma,Kuranko,Kpelle,.,4215,289320,0,0,0,27196,3183,0,0,0,0,0,0,15045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223066,0,0,0,0,0,0,2025,0,0,0,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,12441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4049
GN030,Guinea,Nzerekore,Lola,Kono,0.42,Kono,Kpelle,Konyanka Maninka,Mano,Maninka,Others,Fulah,Loma,Loma,.,4541,171260,0,0,0,10789,27402,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71929,0,38191,15585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,3939
GN031,Guinea,Nzerekore,Macenta,Loma,0.403,Loma,Manya,Maninka,Kpelle,Fulah,Konyanka Maninka,Kissi,Others,Kuranko,Susu,8008,278090,0,0,0,35317,12514,0,0,0,0,0,0,15017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7508,0,0,0,0,0,0,112070,834,0,0,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17798,0,0,0,0,69801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4728
GN032,Guinea,Nzerekore,Nzerekore,Kpelle,0.545,Kpelle,Maninka,Konyanka Maninka,Mano,Fulah,Kissi,Kono,Kono,Loma,Wamey,4068,393210,0,0,0,59768,51904,0,0,0,0,0,0,16515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4719,0,0,0,0,0,0,3932,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4325,0,214299,29884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,0,0,0,0,0,0,0,0,0,4325
GN033,Guinea,Nzerekore,Yomou,Kpelle,0.719,Kpelle,Mano,Konyanka Maninka,Others,Maninka,Fulah,.,.,.,.,3212,112390,0,0,0,2922,7418,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80808,16521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485
SN001,Senegal,Dakar,Dakar,Wolof,0.614,Wolof,Fulah,Serer,French,Jola-Fony,Lebu Wolof,Lebu Wolof,Mandjak,Mandjak,Bambara,78,1125929,0,11259,5630,1126,0,13511,0,0,0,1126,0,142993,691320,14637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,0,0,0,0,3378,0,41659,3378,0,0,91200,13511,0,0,0,0,0,0,1126,3378,1126,3378,0,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49541,3378,0,0,0,10133
SN002,Senegal,Dakar,"Pikine, Guediawaye",Wolof,0.663,Wolof,Fulah,Serer,Jola-Fony,Mandjak,Soce,Soninke,Soninke,Bambara,Lebu Wolof,105,1448150,0,10137,7241,0,0,24619,0,0,0,1448,0,240393,960123,8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896,0,0,0,0,2896,0,50685,4344,0,0,79648,20274,0,0,0,0,0,0,2896,0,0,1448,0,0,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11585,0,0,0,0,4347
SN003,Senegal,Dakar,Rufisque,Wolof,0.599,Wolof,Fulah,Lebu Wolof,Serer,Jola-Fony,Soce,French,Bambara,Mandjak,Mandinka,358,475820,0,2379,1427,0,0,1903,0,0,0,0,0,65663,285016,64712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,476,0,9041,1427,0,0,30452,5710,0,0,0,0,0,0,476,0,0,476,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,2855,0,0,0,0,1427
SN022,Senegal,Ziguinchor,Bignona,Jola-Fony,0.751,Jola-Fony,Mandinka,Fulah,Wolof,Balanta-Ganja,Bainouk,Mandjak,Serer,Soce,Others,5327,251365,0,754,20109,503,0,2262,0,0,0,503,0,16590,8798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,3268,0,188775,251,0,0,2011,1760,0,0,0,0,0,0,0,0,0,251,0,0,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,1257
SN023,Senegal,Ziguinchor,Oussouye,Jola-Fony,0.774,Jola-Fony,Wolof,Fulah,Others,Soce,Mandinka,French,Casamance Creole,Serer,Mandjak,878,48806,0,0,488,0,0,98,0,0,0,0,0,2928,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,37776,49,0,0,293,586,0,0,0,0,0,0,0,0,0,342,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,828
SN024,Senegal,Ziguinchor,Ziguinchor,Jola-Fony,0.289,Jola-Fony,Wolof,Mandinka,Fulah,Mandjak,Soce,Mankanya,Balanta-Ganja,Serer,Serer,1126,238216,0,1429,40020,0,0,12387,0,0,0,1191,0,31683,40497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,6670,0,68844,10005,0,0,3335,10958,0,0,0,0,0,0,0,0,0,3335,0,0,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,0,0,0,0,1907
SN007,Senegal,Diourbel,Bambey,Wolof,0.648,Wolof,Serer,Fulah,Others,Jola-Fony,Jola-Fony,Jola-Fony,.,.,.,1334,288679,0,0,0,0,0,0,0,0,0,0,0,5485,187064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,94687,289,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576
SN008,Senegal,Diourbel,Diourbel,Wolof,0.542,Wolof,Serer,Fulah,Bambara,Bambara,Bambara,Others,Mandinka,Mandinka,Mandinka,1287,265535,0,531,266,0,0,0,0,0,0,0,0,16463,143920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,101965,266,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,530
SN009,Senegal,Diourbel,M'backe,Wolof,0.907,Wolof,Fulah,Fulah,Jola-Fony,Jola-Fony,Jola-Fony,Jola-Fony,Others,.,.,2242,899808,0,0,0,0,0,0,0,0,0,0,0,39592,816126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,39592,900,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,898
SN006,Senegal,Matam,"Podor, Matam, Kanel, Linguere, Ranerou",Fulah,0.835,Fulah,Wolof,Soninke,Serer,Hassaniya Arabic,Others,Bambara,French,.,.,57784,1138172,0,2276,0,0,0,0,0,0,0,0,0,950374,132028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15934,0,0,0,0,0,0,0,7967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,0,0,0,3415
SN012,Senegal,Saint-Louis,"Saint Louis, Dagana",Wolof,0.701,Wolof,Fulah,Hassaniya Arabic,Serer,Others,Jola-Fony,Bambara,Bambara,Bambara,Lebu Wolof,6085,520328,0,1561,520,0,0,0,0,0,0,0,0,121236,364750,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,2081,0,0,0,3642,1561,0,0,0,0,0,0,19252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,0,0,0,0,2083
SN025,Senegal,Louga,Kebemer,Wolof,0.799,Wolof,Fulah,Serer,Hassaniya Arabic,Others,Jola-Fony,Jola-Fony,.,.,.,3948,248494,0,0,0,0,0,0,0,0,0,0,0,46220,198547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,2485,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,249
SN026,Senegal,Louga,Louga,Wolof,0.705,Wolof,Fulah,Hassaniya Arabic,Serer,Serer,Others,Jola-Fony,Jola-Fony,Bambara,Bambara,5678,360750,0,361,0,0,0,361,0,0,0,0,0,95960,254329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,1082,361,0,0,0,0,0,0,4329,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,0,0,1080
SN010,Senegal,Tambacounda,"Bakel, Goudiry",Fulah,0.599,Fulah,Soninke,Jahanka,Wolof,Bambara,Mandinka,Mandinka,Hassaniya Arabic,Others,Serer,22356,229595,0,8725,3674,3674,0,0,0,0,0,11250,230,137528,10561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,459,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,459,0,0,0,0,917
SN011,Senegal,Tambacounda,"Tambacounda, Koupentoum",Fulah,0.498,Fulah,Wolof,Mandinka,Serer,Jahanka,Bambara,Soce,Soninke,Jola-Fony,Oniyan,20245,403649,0,17357,45612,404,0,0,0,0,0,18972,1211,201017,60547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,3633,807,0,0,23412,15339,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422,0,0,0,0,0,807,0,0,0,0,404,0,0,0,0,1210
SN018,Senegal,Kédougou,"Kedougou, Salemata, Saraya",Fulah,0.456,Fulah,Maninka,Jahanka,Jalunga,Oniyan,Mandinka,Wolof,Ménik,Bambara,Serer,16877,148182,0,2519,3408,41343,0,0,0,0,0,10076,8150,67571,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,889,148,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,0,0,0,0,0,0,6965,0,0,0,0,0,296,0,0,0,0,296,0,0,0,0,298
SN021,Senegal,Kaolack,Kaolack,Wolof,0.608,Wolof,Serer,Fulah,Bambara,Jola-Fony,Others,Soce,Soce,Soninke,Mandinka,1905,478285,0,17697,478,0,0,478,0,0,0,478,0,76047,290797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,2870,0,0,0,80830,1913,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,478,0,0,0,2393
SN017,Senegal,Kaolack,Nioro du Rip,Wolof,0.752,Wolof,Fulah,Serer,Soce,Bambara,Mandinka,Mandinka,Others,Balanta-Ganja,Balanta-Ganja,2327,349042,0,5934,1396,0,0,0,0,0,0,0,0,62479,262480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,349,0,0,0,6632,6283,0,0,0,0,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,697
SN019,Senegal,Fatick,Fatick,Serer,0.853,Serer,Wolof,Fulah,Bambara,Jola-Fony,Lebu Wolof,Soninke,Soninke,Soninke,Soninke,2623,322765,0,2582,0,0,0,0,0,0,0,0,0,11943,29694,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,0,0,0,275319,323,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,321
SN020,Senegal,Fatick,Foundiougne,Wolof,0.464,Wolof,Serer,Fulah,Soce,Bambara,Bambara,Jola-Fony,Jola-Fony,Soninke,Balanta-Ganja,2935,270610,0,6765,6765,0,0,0,0,0,0,0,0,23272,125563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,1353,271,0,0,86866,17048,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,1353
SN004,Senegal,Kaffrine,"Kaffrine, Koungheul, Guinguineo, Birkelane, Gossas, Malem Hoddar",Wolof,0.665,Wolof,Fulah,Serer,Bambara,Soce,Others,Soninke,Soninke,Soninke,.,13599,752521,0,10535,0,0,0,0,0,0,0,0,0,129434,500426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0,103095,3763,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009
SN027,Senegal,Thiès,M'bour,Serer,0.42,Serer,Wolof,Fulah,Lebu Wolof,Jola-Fony,Bambara,Soce,French,Others,Mandjak,1890,639114,0,7030,1278,0,0,2556,0,0,0,0,0,56242,264593,12143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,1278,0,8948,1278,0,0,268428,6391,0,0,0,0,0,0,1278,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196,0,0,0,0,2558
SN014,Senegal,Thiès,Thies,Wolof,0.724,Wolof,Serer,Fulah,Jola-Fony,Bambara,Others,Lebu Wolof,Lebu Wolof,Lebu Wolof,Mandjak,1603,651229,0,4559,651,0,0,1302,0,0,0,0,0,50145,471490,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,0,5861,651,0,0,103545,2605,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,0,0,0,0,2606
