ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Area,Population,ethnicity,Bambara,Mandinka,Maninka,Konyanka Maninka,Mandjak,Marka,North Mande,South Mande,Jahanka,Jalunga,Fulah,Wolof,Lebu Wolof,Akan,Guan,Ga-Dangme,Ewe,Kabyé,Ouatchi,Kotokoli,Mina,Fon,Adja,Mole-Dagbani,Dagara,Nankana,Kasséna,Gurma,Gur,Kusaal,Senoufo,Minianka,Bobo,Bwamu,Koromfé,Bozo,Soninke,Songhay,Djerma,Kru,Grebo,Bassa,Belle,Krahn,Sapo,Dogon,Dogosé,Grusi,Tamasheq,Kissi,Temne,Limba,Loko,Mende,Gola,Gbandi,Loma,Susu,Yalunka,Koranko,Kuranko,Bijagos,Balanta-Ganja,Balanta-Mane,Jola-Fony,Mankanya,Papel,Mancanha,Serer,Soce,Bissa,Birifor,Lobi,Otamari,Kaansa,Karaboro,Hassaniya Arabic,Arabic,Hausa,Casamance Creole,Badyara,Baga,Bainouk,Bankagooma,Bariba,Bassari,Beafada,Biali,Dey,Dyan,Go,Gouin,Krim,Ko,Kono,Koussassé,Kpelle,Mano,Landoma,Lele,Mansoanca,Manya,Ménik,Mixifore,Moba,Mooré,Nalu,Ninkare,Nuna,Oniyan,Samo,Sem,Sherbro,Toussian,Turka,Wamey,Xasonga,Yoa-Lokpa,Losso ,Yoruba,French,English,Krio,Foreigners,Unknown,Others
GM006,Gambia,Kuntaur,Kuntaur,Fulah,0.417,Fulah,Wolof,Mandinka,Bambara,Bambara,Serer,Soninke,Soninke,Mandjak,.,1632,116164,0,581,25440,0,0,116,0,0,0,0,0,48440,40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581
GM007,Gambia,Janjanbureh,Janjanbureh,Fulah,0.415,Fulah,Wolof,Mandinka,Soninke,Bambara,Bambara,Others,Serer,Mandjak,.,1405,145133,0,726,33090,0,0,290,0,0,0,0,0,60230,39912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725
GM008,Gambia,Basse,Basse,Soninke,0.371,Soninke,Fulah,Mandinka,Bambara,Bambara,Jola-Fony,Serer,Others,Mandjak,.,2079,254889,0,1529,72134,0,0,255,0,0,0,0,0,83094,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
BF001,Burkina Faso,Boucle Du Mouhoun,Balé,Mooré,0.292,Mooré,Bwamu,Marka,Fulah,Others,Ko,Nuna,Bambara,Bobo,Samo,4543,297468,0,10709,0,0,0,0,49082,0,0,0,0,20823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,75557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19038,0,0,0,0,0,0,0,0,0,0,0,86861,0,0,12196,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20228
BF002,Burkina Faso,Boucle Du Mouhoun,Banwa,Mooré,0.515,Mooré,Bobo,Bwamu,Marka,Fulah,Bambara,Bambara,Others,Dogon,.,5905,346989,0,12492,0,0,0,0,19431,0,0,0,0,18390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57947,35046,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178699,0,0,0,0,12492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9716
BF003,Burkina Faso,Boucle Du Mouhoun,Kossi,Bwamu,0.296,Bwamu,Bambara,Marka,Fulah,Dogon,Dogon,Others,Samo,Bobo,.,7477,357089,0,82845,0,0,0,0,53206,0,0,0,0,34281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,105698,0,0,0,0,0,0,0,0,0,0,0,29995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29995,0,0,0,0,5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12856
BF004,Burkina Faso,Boucle Du Mouhoun,Mouhoun,Mooré,0.304,Mooré,Marka,Bwamu,Nuna,Bambara,Fulah,Others,Samo,Bobo,Ko,6878,391561,0,30150,0,0,0,0,103372,0,0,0,0,25060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,65391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,119035,0,0,30933,0,3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11746
BF005,Burkina Faso,Boucle Du Mouhoun,Nayala,Samo,0.466,Samo,Mooré,Marka,Others,Fulah,Bambara,Nuna,Bwamu,.,.,3721,223151,0,2678,0,0,0,0,41060,0,0,0,0,7810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50878,0,0,1339,0,103988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15175
BF006,Burkina Faso,Boucle Du Mouhoun,Sourou,Samo,0.509,Samo,Mooré,Bambara,Marka,Fulah,Others,Bobo,Bobo,Bobo,.,6022,285011,0,25936,0,0,0,0,22801,0,0,0,0,16246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,285,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64983,0,0,0,0,145071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9119
BF007,Burkina Faso,Cascades,Comoé,Mooré,0.25,Mooré,Bambara,Others,Karaboro,Gouin,Fulah,Turka,Senoufo,Senoufo,Senoufo,15462,633043,0,121544,0,0,0,0,0,0,0,0,0,48111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6963,0,6330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76598,0,0,0,0,0,0,0,0,0,0,0,0,0,158261,0,0,0,0,0,0,0,6963,29120,0,0,0,0,0,6963,0,0,0,0,86096
BF008,Burkina Faso,Cascades,Léraba,Senoufo,0.61,Senoufo,Bambara,Turka,Others,Fulah,Mooré,French,Gouin,Bobo,Bobo,3112,179423,0,24940,0,0,0,0,0,0,0,0,0,7715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109448,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,0,0,0,0,0,0,0,179,17404,0,0,0,0,0,1435,0,0,0,0,15253
BF009,Burkina Faso,Centre,Kadiogo,Mooré,0.806,Mooré,French,Others,Bambara,Fulah,Bissa,.,.,.,.,2869,3030384,0,87881,0,0,0,0,0,0,0,0,0,45456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300008,0,0,0,0,127276
BF010,Burkina Faso,Centre Est,Boulgou,Bissa,0.655,Bissa,Mooré,Fulah,Koussassé,French,Kusaal,Others,Bambara,Gurma,Gurma,6498,737843,0,1476,0,0,0,0,0,0,0,0,0,53863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,3689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483287,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16233,0,0,0,0,0,0,0,0,0,167490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6641,0,0,0,0,3688
BF011,Burkina Faso,Centre Est,Koulpélogo,Mooré,0.671,Mooré,Bissa,Moba,Fulah,Others,Gurma,French,Bambara,Bambara,.,5352,362644,0,363,0,0,0,0,0,0,0,0,0,25385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38440,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27561,243334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0,15231
BF012,Burkina Faso,Centre Est,Kouritenga,Mooré,0.923,Mooré,Fulah,Bissa,French,Others,Gurma,Bambara,.,.,.,2795,480021,0,480,0,0,0,0,0,0,0,0,0,22561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,0,0,0,0,1921
BF013,Burkina Faso,Centre Nord,Bam,Mooré,0.932,Mooré,Fulah,French,Others,Koromfé,Bambara,.,.,.,.,4011,476054,0,476,0,0,0,0,0,0,0,0,0,25707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,1905
BF014,Burkina Faso,Centre Nord,Namentenga,Mooré,0.8,Mooré,Fulah,Gurma,Others,Marka,Koromfé,Koromfé,Koromfé,Bissa,.,6385,513796,0,0,0,0,0,0,1541,0,0,0,0,59600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31855,0,0,0,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,6165
BF015,Burkina Faso,Centre Nord,Sanmatenga,Mooré,0.92,Mooré,Fulah,Others,French,Bambara,Bambara,.,.,.,.,9274,884819,0,885,0,0,0,0,0,0,0,0,0,55744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0,0,0,0,7963
BF016,Burkina Faso,Centre Ouest,Boulkiemdé,Mooré,0.909,Mooré,Grusi,French,Others,Fulah,Dagara,.,.,.,.,4277,689709,0,0,0,0,0,0,0,0,0,0,0,5518,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13794,0,0,0,0,11035
BF017,Burkina Faso,Centre Ouest,Sanguié,Grusi,0.817,Grusi,Mooré,Fulah,French,French,.,.,.,.,.,5111,391617,0,0,0,0,0,0,0,0,0,0,0,10965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3133,0,0,0,0,3133
BF018,Burkina Faso,Centre Ouest,Sissili,Mooré,0.456,Mooré,Grusi,Fulah,Dagara,Others,French,.,.,.,.,6705,337078,0,0,0,0,0,0,0,0,0,0,0,35056,0,0,0,0,0,0,0,0,0,0,0,0,0,21573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,0,0,0,0,15842
BF019,Burkina Faso,Centre Ouest,Ziro,Mooré,0.68,Mooré,Grusi,Fulah,Others,French,Dagara,.,.,.,.,5294,241731,0,0,0,0,0,0,0,0,0,0,0,30216,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,0,0,0,4593
BF020,Burkina Faso,Centre Sud,Bazèga,Mooré,0.945,Mooré,Fulah,Others,French,Bambara,.,.,.,.,.,3948,280870,0,281,0,0,0,0,0,0,0,0,0,11516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,2247
BF021,Burkina Faso,Centre Sud,Nahouri,Kasséna,0.551,Kasséna,Nankana,Mooré,Fulah,Others,Ninkare,French,Bambara,Gurma,Gurma,3862,195816,0,392,0,0,0,0,0,0,0,0,0,8616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45429,107895,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24477,0,3133,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,0,0,3915
BF022,Burkina Faso,Centre Sud,Zoundwéogo,Mooré,0.712,Mooré,Bissa,Fulah,French,Others,Bambara,Bambara,Bambara,.,.,3667,312045,0,312,0,0,0,0,0,0,0,0,0,22467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,0,937
BF023,Burkina Faso,Hauts Bassins,Houet,Bambara,0.416,Bambara,Mooré,Bobo,Others,Fulah,French,Samo,Toussian,Bwamu,Senoufo,11546,1510638,0,628425,0,0,0,0,0,0,0,0,0,46830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4532,0,216021,9064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433553,0,0,0,0,18128,0,0,16617,0,0,0,0,0,0,39277,0,0,0,0,98191
BF024,Burkina Faso,Hauts Bassins,Kénédougou,Senoufo,0.421,Senoufo,Mooré,Bambara,Others,Toussian,Fulah,Samo,Bobo,French,Bwamu,8446,399949,0,53593,0,0,0,0,0,0,0,0,0,21597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168379,0,5199,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53993,0,0,0,0,19198,0,0,24397,0,0,0,0,0,0,1600,0,0,0,0,51193
BF025,Burkina Faso,Hauts Bassins,Tuy,Mooré,0.479,Mooré,Bwamu,Others,Fulah,Bambara,Bobo,French,Samo,.,.,5626,329253,0,11195,0,0,0,0,0,0,0,0,0,24365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2305,98776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157712,0,0,0,0,659,0,0,0,0,0,0,0,0,0,1976,0,0,0,0,32265
BF026,Burkina Faso,L'Est,Gnagna,Gurma,0.824,Gurma,Mooré,Fulah,Others,French,Bambara,Bambara,Bambara,.,.,8528,676476,0,676,0,0,0,0,0,0,0,0,0,54795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557416,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,0,0,0,0,2031
BF027,Burkina Faso,L'Est,Gourma,Gurma,0.471,Gurma,Mooré,Fulah,French,Others,Bambara,Djerma,Djerma,.,.,11177,437310,0,1312,0,0,0,0,0,0,0,0,0,41544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205973,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6997,0,0,0,0,3062
BF028,Burkina Faso,L'Est,Komondjari,Gurma,0.862,Gurma,Fulah,Hausa,Hausa,Djerma,Others,French,Bambara,.,.,5109,105604,0,106,0,0,0,0,0,0,0,0,0,9821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91031,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,739
BF029,Burkina Faso,L'Est,Kompienga,Gurma,0.627,Gurma,Fulah,Mooré,Tamasheq,Others,Hausa,Bambara,Bambara,Bambara,.,6921,117682,0,118,0,0,0,0,0,0,0,0,0,24596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,470
BF030,Burkina Faso,L'Est,Tapoa,Gurma,0.612,Gurma,Mooré,Fulah,Others,Biali,French,Hausa,Bambara,Djerma,.,14831,605733,0,1817,0,0,0,0,0,0,0,0,0,58150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370709,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,0,0,0,0,0,0,0,0,7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3634,0,0,0,0,9086
BF031,Burkina Faso,Nord,Loroum,Mooré,0.834,Mooré,Others,Fulah,Biali,Bambara,Bambara,Bambara,.,.,.,3690,198192,0,198,0,0,0,0,0,0,0,0,0,15657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,165292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,16253
BF032,Burkina Faso,Nord,Passoré,Mooré,0.965,Mooré,Fulah,Others,French,Bambara,Bambara,.,.,.,.,3981,457930,0,458,0,0,0,0,0,0,0,0,0,7785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,441902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,0,0,0,0,5037
BF033,Burkina Faso,Nord,Yatenga,Mooré,0.925,Mooré,Fulah,Others,French,Bambara,Moba,Moba,.,.,.,6764,825975,0,1652,0,0,0,0,0,0,0,0,0,39647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,764027,0,0,0,0,826,0,0,0,0,0,0,0,0,0,5782,0,0,0,0,13215
BF034,Burkina Faso,Nord,Zondoma,Mooré,0.97,Mooré,Fulah,French,Others,Bambara,Bambara,Bambara,.,.,.,1982,240018,0,240,0,0,0,0,0,0,0,0,0,5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,232817,0,0,0,0,240,0,0,0,0,0,0,0,0,0,960,0,0,0,0,481
